,id,album,artists,duration_ms,explicit,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
4508,4woTEX1wYOTGDqNXuavlRC,The Eminem Show,"['Eminem', 'Dina Rae']",350320,True,Superman,89,0.802,0.755,4,-3.138,0,0.0564,0.0215,0.0,0.295,0.58,130.027
4509,6DCZcSspjsKoFjzjrWoCdn,Scorpion,['Drake'],198973,True,God's Plan,88,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169
4510,3M0lSi5WW79CXQamgSBIjx,Chase Atlantic,['Chase Atlantic'],228786,False,Swim,84,0.666,0.542,8,-6.429,1,0.0392,0.27,0.0,0.0765,0.0771,120.134
4511,12ILYlOEfWL8ei0BEgFJn0,Apollo XXI,['Steve Lacy'],224444,False,N Side,77,0.838,0.535,11,-6.303,0,0.0432,0.0714,0.000302,0.208,0.894,119.946
4512,6NHpyYvJyQsg2nXXzGYc2R,Thought You Should Know,['Morgan Wallen'],215571,True,Thought You Should Know,75,0.529,0.695,6,-6.174,1,0.0278,0.488,1.24e-05,0.142,0.514,139.993
4513,559prG715NayWY81t6jg9L,Ánimo por el cielo,"['Feid', 'J Balvin']",230826,False,Que Raro,0,0.755,0.844,5,-6.234,0,0.326,0.328,8.8e-06,0.555,0.745,171.867
4514,2VaHYCxdN3xpNAQdPzIqkG,¿Qué Se Te Quitó?,['Fuerza Regida'],87142,True,¿Qué Se Te Quitó?,74,0.694,0.529,4,-5.591,1,0.0478,0.391,0.0,0.658,0.928,110.207
4515,4H6o1bxKRGzmsE0vzo968m,Pa' Luego Es Tarde,"['Yuridia', 'Ángela Aguilar']",152923,False,Qué Agonía,82,0.732,0.573,11,-5.733,1,0.0237,0.56,9.34e-06,0.0543,0.882,97.502
4516,4LIM4qmpHABufePRrLWbiM,Drukqs,['Aphex Twin'],87466,False,QKThr,75,0.451,0.0223,1,-26.117,1,0.0461,0.993,0.768,0.13,0.0573,79.042
4517,7mY1dIaY9vY6Jrlrjg3dRn,DIVA- Platinum Edition,['Ivy Queen'],186506,False,Quiero Bailar,78,0.836,0.842,5,-5.233,1,0.105,0.285,0.0,0.277,0.757,94.946
4518,2JVHzNBq01Mf4pmSDagtPA,DESVELADO,['Eslabon Armado'],230443,False,Quien Es El?,71,0.57,0.614,6,-7.553,1,0.0322,0.0574,0.0,0.11,0.398,170.174
4519,5Ei8EK2uXNkqqVSe2QYsFp,"De Hoy En Adelante, Que Te Vaya Bien",['Julión Álvarez y su Norteño Banda'],151386,False,Que Te Vaya Bien,78,0.667,0.467,7,-5.906,1,0.0276,0.237,0.0,0.271,0.406,97.99
4520,2h7pX9EhOdpFSM0PEO9NYn,Quédate,['Christian Nodal'],247500,False,Quédate,78,0.429,0.447,9,-5.198,1,0.0291,0.575,0.0,0.104,0.274,159.832
4521,14LdhxElpZS0rKVV4nxtdA,Queen of Kings,['Alessandra'],147979,False,Queen of Kings,86,0.563,0.908,4,-4.25,0,0.0868,0.0696,0.0,0.328,0.171,125.972
4522,7rp5s1fEFuu42FoeHrrPyx,Que Me Importa,"['Natanael Cano', 'Victor Cibrian']",208541,True,Que Me Importa,76,0.571,0.744,6,-5.336,0,0.0565,0.336,0.0,0.0907,0.839,108.703
4523,2kQJCELd0jWCTOgCDAauvj,Hard To Love,['Moneybagg Yo'],187826,True,Quickie,67,0.857,0.601,2,-6.772,1,0.385,0.0726,0.0,0.144,0.36,137.919
4524,0FDMH2ahuIVzCybwHJK9zh,Real Hasta la Muerte,['Anuel AA'],187125,False,Quiere Beber,78,0.773,0.57,8,-3.482,1,0.113,0.372,0.00524,0.108,0.772,95.038
4525,7MFuhP7p3fPQc8sYyeWL1x,Dangerous: The Double Album,['Morgan Wallen'],224546,False,Quittin’ Time,65,0.418,0.628,5,-8.493,1,0.0354,0.461,1.99e-06,0.186,0.462,83.926
4526,6D2TCm4nf5nxAcdGJ7w3QP,JOSE,"['J Balvin', 'Maria Becerra']",217360,False,Qué Más Pues?,78,0.903,0.817,8,-3.972,1,0.095,0.0272,0.000311,0.242,0.732,102.014
4527,3aeYcDlH6mSwx7Nx63D7zS,Ranchero,['Cardenales De Nuevo León'],170840,False,Quiero Que Sepas,71,0.841,0.619,8,-7.265,1,0.0465,0.344,0.000389,0.141,0.831,101.542
4528,7qHPpmIEa0YRnMf1d0XoWj,NOSTALGIA,['Eslabon Armado'],107153,False,QUE DIABLOS HICE (INTERLUDE),70,0.774,0.331,6,-9.534,1,0.0422,0.964,4.61e-05,0.607,0.599,122.949
4529,3VM35337X7Ro1tesUHnZ95,Quand vous souriez,['Libor Kolman'],118250,False,Quand vous souriez,71,0.484,0.059,1,-25.084,0,0.0517,0.996,0.948,0.106,0.308,89.329
4530,53v2u51nq3CxiKUNphRzP1,YHLQMDLG,"['Bad Bunny', 'Ñengo Flow']",167975,True,Que Malo,75,0.802,0.787,7,-6.181,0,0.0599,0.0832,0.0,0.153,0.446,94.026
4531,5IdaVuUzEDF3T56U5vS5ck,Que Te Vaya Bien,['Grupo Jalado'],217586,False,Que Te Vaya Bien,70,0.822,0.705,7,-3.147,1,0.0373,0.495,1.2e-05,0.115,0.938,94.011
4532,0kzN7YAMSbmlHOvxlbQW9y,Di Que Si,"['Grupo Marca Registrada', 'Grupo Frontera']",190553,False,Di Que Si,85,0.57,0.589,9,-5.378,1,0.0488,0.0753,0.0,0.0582,0.796,182.318
4533,6MpCaSIOfqBqbMED4kXgNY,Prom Queen,['Beach Bunny'],136562,False,Prom Queen,82,0.528,0.797,4,-7.487,1,0.0485,0.000391,0.011,0.14,0.751,143.785
4534,5YJ4BVvTFmVCxUyhKejHfR,El Abayarde,['Tego Calderón'],151666,True,Pa' Que Retozen,84,0.815,0.856,1,-3.825,0,0.122,0.4,8.34e-05,0.244,0.872,91.995
4535,1gwLjpvAbu6IVmVdAfPJ0G,Relaxing Brown Noise 256 Hz,['Jane Color'],179470,False,Relaxing Brown Noise 256 Hz Smooth Q,76,0.165,0.266,8,-38.151,1,0.135,0.815,0.901,0.0992,0.0267,76.211
4536,3CDVMejYHnB1SkEEx0T1N4,SAVAGE MODE II,"['21 Savage', 'Metro Boomin']",201856,True,Many Men,73,0.635,0.793,10,-4.333,0,0.0322,0.000647,0.747,0.113,0.281,77.594
4537,2Iq6HhIquO7JKr0KfTNLzU,My Type EP,['Saint Motel'],204811,False,My Type,73,0.595,0.896,10,-2.951,1,0.047,0.0641,5.82e-05,0.0748,0.567,118.001
4538,4VQNCzfZ3MdHEwwErNXpBo,All Eyez On Me,"['2Pac', 'Big Syke']",307773,True,All Eyez On Me (ft. Big Syke),82,0.872,0.723,1,-5.968,1,0.247,0.0293,0.0,0.327,0.843,93.279
4539,16Of7eeW44kt0a1M0nitHM,Night Shades,"['Cobra Starship', 'Sabi']",215693,False,You Make Me Feel... (feat. Sabi),73,0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959
4540,4HyVMzg0sUQsdOxRvSO8Ka,Something for Thee Hotties,['Megan Thee Stallion'],113429,True,Megan's Piano,73,0.953,0.621,11,-7.565,1,0.154,0.00799,4.87e-06,0.307,0.378,132.063
4541,6Nl7KyvjkFncGsjB49SxLl,Midnights (3am Edition),['Taylor Swift'],174782,False,Midnight Rain,76,0.636,0.377,0,-11.721,1,0.0708,0.71,6.51e-05,0.115,0.23,139.966
4542,4XHQyvbrBsQaaBUW1VvmsL,D-12 World,['D12'],298773,True,My Band,76,0.851,0.849,1,-3.383,0,0.0828,0.497,2.05e-06,0.116,0.844,120.014
4543,7b4yGtR0rujvLi5EBfKKJ2,Can't Hold Back,['Eddie Money'],211160,False,Take Me Home Tonight,73,0.608,0.768,1,-9.911,1,0.0364,0.101,1.41e-06,0.0942,0.748,132.699
4544,3ibKnFDaa3GhpPGlOUj7ff,Let Me Love You,['Mario'],256733,False,Let Me Love You,77,0.656,0.578,7,-8.97,0,0.0922,0.235,0.0,0.118,0.556,94.514
4545,5KBARWIxeMGkvUax9VtVC9,ICY,['Saweetie'],126446,True,My Type,74,0.899,0.811,2,-6.294,1,0.258,0.000677,0.0,0.0672,0.587,105.038
4546,4ZLzoOkj0MPWrTLvooIuaa,Get You The Moon (feat. Snøw),"['Kina', 'Snøw']",179080,False,Get You The Moon (feat. Snøw),81,0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,0.0895,118.917
4547,2ewSCWOL7EAjgmgqfI1UlS,One Thing At A Time,['Morgan Wallen'],205579,False,Whiskey Friends,76,0.544,0.826,1,-3.848,1,0.0288,0.0631,1.46e-05,0.113,0.596,142.029
4548,7E2DqvnVtbIrFrL5X6YH9Q,Unleashed,"['Toby Keith', 'Willie Nelson']",204000,False,Beer For My Horses,72,0.717,0.85,10,-5.329,1,0.0473,0.368,0.0,0.0495,0.805,119.005
4549,2FY7b99s15jUprqC0M5NCT,Origins (Deluxe),['Imagine Dragons'],189466,False,Natural,84,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0
4550,2tUL6dZf1mywCj5WvCPZw6,Certified Lover Boy,['Drake'],204346,True,No Friends In The Industry,75,0.84,0.744,1,-4.751,1,0.113,0.0181,0.0,0.629,0.171,83.737
4551,6r46lnXFbE9fr2d3KNaGbe,Golden,['Romeo Santos'],234828,False,Imitadora,80,0.737,0.709,8,-6.889,0,0.045,0.333,0.0,0.289,0.556,125.997
4552,2Fs18NaCDuluPG1DHGw1XG,Me And My Gang,['Rascal Flatts'],276320,False,Life is a Highway,78,0.582,0.952,5,-3.848,1,0.0731,0.00324,0.0,0.223,0.655,103.027
4553,4PklAHGXT5ityno3IA8SKd,THE GOAT,"['Polo G', 'Stunna 4 Vegas', 'NLE Choppa', 'Mike WiLL Made-It']",165726,True,Go Stupid,78,0.92,0.833,1,-3.18,1,0.253,0.0277,0.0,0.0596,0.645,141.034
4554,58cMDjQSUdWJUgFmHxRhjt,What I Didn't Tell You,['Coco Jones'],241624,False,ICU,74,0.584,0.453,8,-6.682,1,0.0661,0.753,0.0,0.111,0.328,124.913
4555,1oTHteQbmJw15rPxPVXUTv,Black Sunday,['Cypress Hill'],208266,True,Insane in the Brain,77,0.897,0.611,11,-10.489,1,0.211,0.0291,0.186,0.0894,0.769,102.304
4556,5jt25aFjW2kNoBqaEVaz5W,MICRODOSIS,"['Mora', 'Feid']",202173,True,LA INOCENTE,89,0.757,0.789,5,-3.46,0,0.0583,0.307,0.0,0.0717,0.464,91.911
4557,6gXrEUzibufX9xYPk3HD5p,Hotel California (2013 Remaster),['Eagles'],286219,False,Life in the Fast Lane - 2013 Remaster,76,0.667,0.755,9,-7.246,1,0.069,0.0966,6.94e-05,0.0523,0.883,109.535
4558,5rLyYxZNzca00ENADO9m54,The Search,['NF'],196800,False,When I Grow Up,77,0.817,0.814,2,-3.985,1,0.185,0.32,0.0,0.152,0.247,109.994
4559,1OOtq8tRnDM8kG2gqUPjAj,Thriller 25 Super Deluxe Edition,['Michael Jackson'],258040,False,Beat It,81,0.776,0.867,3,-3.704,0,0.0479,0.0495,7.92e-06,0.197,0.918,138.827
4560,3QntMmPocNqnLoUGbVG5Jp,Do Ya Like X Resonance,['noturgf'],219937,True,Do Ya Like X Resonance,72,0.602,0.709,7,-9.372,1,0.239,0.528,0.000123,0.616,0.489,79.996
4561,7lGKEWMXVWWTt3X71Bv44I,VHS,['X Ambassadors'],193546,False,Unsteady,76,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055
4562,1QUMpZT7HG6sO3RiBu1LAJ,dc snuff film / waste yrself,['Teen Suicide'],165671,False,haunt me (x 3),69,0.566,0.613,5,-10.118,1,0.0874,0.714,0.799,0.0848,0.219,110.886
4563,28niVl6iodHnHpE1bCeJiV,X,['Ken Carson'],138319,True,Freestyle 2,72,0.636,0.705,1,-7.774,0,0.24,0.00402,0.0,0.105,0.679,95.921
4564,01TnVDiet1DFTsyWKUKovl,?,['XXXTENTACION'],186267,False,NUMB,76,0.414,0.416,11,-8.024,0,0.0251,0.1,0.179,0.131,0.196,159.91
4565,5PZ2cqh9Yem2g6cTSOLllz,One-X,['Three Days Grace'],202973,False,Pain,71,0.416,0.741,7,-4.001,1,0.0335,0.00804,0.0,0.273,0.286,160.515
4566,0kN8xEmgMW9mh7UmDYHlJP,24K Magic,['Bruno Mars'],261240,False,Versace on the Floor,78,0.578,0.574,2,-6.209,1,0.0454,0.196,0.0,0.083,0.301,174.152
4567,1lGtn2Y4XarLIKdgoAeUdU,DeAnn,['Zach Bryan'],203359,False,Don't Give up on Me,69,0.586,0.185,5,-13.287,1,0.033,0.775,3.19e-05,0.115,0.282,81.127
4568,5lN1EH25gdiqT1SFALMAq1,El Camino,['The Black Keys'],224333,False,Gold on the Ceiling,74,0.505,0.833,0,-4.632,1,0.0475,0.00772,7.9e-05,0.069,0.565,130.121
4569,0eu4C55hL6x29mmeAjytzC,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",['Oliver Tree'],161803,False,Life Goes On,79,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982
4570,5467KZaTToEB680WvOd9w5,Yacht Rock 2,"['The Alchemist', 'Boldy James']",99906,True,Ocean Prime (feat. Boldy James),73,0.583,0.604,2,-8.437,1,0.456,0.735,0.0,0.724,0.691,49.305
4571,7BMO7O7ImjV8HNTH74Tshv,The Eminem Show,['Eminem'],297840,True,Cleanin' Out My Closet,77,0.908,0.758,9,-4.753,0,0.174,0.0687,0.0,0.0783,0.87,148.015
4572,7h2nmmoWDi2UpfYKLKWLYB,Sunflower,['Rex Orange County'],252230,True,Sunflower,77,0.548,0.765,6,-4.463,1,0.0525,0.646,0.00378,0.522,0.573,129.933
4573,6ap9lSRJ0iLriGLqoJ44cq,DROPPED OUTTA COLLEGE,['24kGoldn'],112493,False,CITY OF ANGELS,73,0.686,0.541,0,-4.993,0,0.0493,0.042,0.0,0.0675,0.724,120.082
4574,1BECwm5qkaBwlbfo4kpYx8,Death of a Bachelor,['Panic! At The Disco'],203506,False,Death of a Bachelor,71,0.462,0.538,0,-5.527,1,0.059,0.0137,0.0,0.429,0.405,139.256
4575,7ju97lgwC2rKQ6wwsf9no9,Chromatica,"['Lady Gaga', 'Ariana Grande']",182200,False,Rain On Me (with Ariana Grande),77,0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056
4576,52A8OAP8lTQKZCj4Rce92B,2014 Forest Hills Drive,['J. Cole'],269721,True,A Tale Of 2 Citiez,71,0.771,0.536,11,-8.534,1,0.323,0.553,1.05e-06,0.294,0.343,94.995
4577,3Um9toULmYFGCpvaIPFw7l,What's Going On,['Marvin Gaye'],233000,False,What's Going On,74,0.283,0.716,1,-9.632,0,0.0986,0.447,0.0,0.399,0.828,201.96
4578,0UrWr7Jnu1heq1o99ZwUd0,Satellite (U.S. Version),['P.O.D.'],256240,False,Youth of the Nation,74,0.563,0.86,8,-7.533,1,0.0621,0.00834,0.0106,0.39,0.517,97.867
4579,27hhIs2fp6w06N5zx4Eaa5,The Papas & The Mamas,['The Mamas & The Papas'],194426,False,Dream A Little Dream Of Me,75,0.413,0.313,7,-13.138,1,0.0519,0.791,1.5e-06,0.0727,0.349,92.515
4580,2w4EpqGasrz9qdTwocx54t,Escape (Bonus Track Version),['Journey'],202173,False,Open Arms,74,0.405,0.21,2,-13.214,1,0.0279,0.584,0.0,0.139,0.174,100.577
4581,7ASFZh1D0DPZro7UXUKGmd,Loving is Easy,"['Rex Orange County', 'Benny Sings']",155720,True,Loving Is Easy,76,0.756,0.609,3,-7.927,1,0.0544,0.217,0.00482,0.0959,0.537,117.024
4582,0DiDStADDVh3SvAsoJAFMk,Happiness Begins,['Jonas Brothers'],183000,False,Only Human,74,0.795,0.496,0,-5.883,1,0.0722,0.108,0.0,0.0645,0.874,94.01
4583,3LBM25IgxI9y549SiYxtSi,When It's All Said And Done... Take Time,['Giveon'],205205,False,Stuck On You,73,0.599,0.463,7,-7.449,1,0.0472,0.162,6.64e-05,0.141,0.141,158.053
4584,31RTFPrB7wmYBhlkM2ILXG,System Of A Down,['System Of A Down'],153800,True,Sugar,77,0.451,0.889,1,-2.693,1,0.261,0.00167,0.00215,0.258,0.586,131.073
4585,3A1TIw1yMxj5OckDuqRtiT,Watching Movies with the Sound Off (10th Anniversary),"['Mac Miller', 'Earl Sweatshirt']",264217,True,The Star Room (OG Version) - Bonus Track,68,0.536,0.568,8,-8.064,1,0.0565,0.921,0.0,0.118,0.386,75.069
4586,3vZO25GdYuqFrR1kzZADnp,The Score (Expanded Edition),"['Fugees', 'Ms. Lauryn Hill', 'Wyclef Jean', 'Pras']",226986,True,Ready or Not,76,0.607,0.422,10,-13.364,0,0.499,0.209,0.0,0.0839,0.563,130.47
4587,48NXpYRuvv9izul4oXhqS9,King Of Kings,['Don Omar'],315293,False,Salió El Sol,81,0.887,0.701,4,-5.892,0,0.0873,0.106,0.00948,0.0466,0.965,110.002
4588,0HZhYMZOcUzZKSFwPOti6m,lovestrong.,['Christina Perri'],246587,False,Jar of Hearts,75,0.349,0.348,3,-6.142,1,0.0316,0.726,0.0,0.12,0.0886,74.541
4589,2A5YAFeEwGi7KlGMYRf5dX,May 25th,"['B.o.B', 'Bruno Mars']",107702,True,Nothing on You,80,0.553,0.798,10,-5.992,1,0.109,0.578,0.0,0.599,0.378,103.948
4590,2lLG56qpLP3UbcLuzMvkWX,Whole Lotta Red,['Playboi Carti'],218943,True,Stop Breathing,76,0.856,0.57,9,-4.486,1,0.286,0.00637,0.0,0.0984,0.155,154.967
4591,3lG6OtGDsYAOALxEmubQQm,Norman Fucking Rockwell!,['Lana Del Rey'],272485,False,Happiness is a butterfly,80,0.467,0.119,2,-10.99,1,0.0401,0.969,1.4e-06,0.0973,0.156,70.499
4592,4Oun2ylbjFKMPTiaSbbCih,WAP (feat. Megan Thee Stallion),"['Cardi B', 'Megan Thee Stallion']",187541,True,WAP (feat. Megan Thee Stallion),82,0.935,0.454,1,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,133.073
4593,722tgOgdIbNe3BEyLnejw4,Yeezus,['Kanye West'],188013,True,Black Skinhead,77,0.766,0.809,1,-6.123,1,0.279,0.0011,0.0,0.168,0.325,130.127
4594,2goLsvvODILDzeeiT4dAoR,Believe,['Cher'],239026,False,Believe,81,0.652,0.917,6,-6.72,1,0.0548,0.0082,0.0,0.0509,0.459,132.975
4595,2WT78xcgpKwr3eigtnAu9T,NO BAP,['LUCKI'],120944,True,NO BAP,72,0.898,0.398,1,-9.052,1,0.428,0.0106,0.00198,0.16,0.0928,126.923
4596,5lFDtgWsjRJu8fPOAyJIAK,Back To Back,['Drake'],170637,True,Back To Back,73,0.893,0.48,1,-3.728,0,0.356,0.00855,0.0,0.116,0.382,86.976
4597,5wtPc1OQ7g1H8FBkwWqbhh,Blue In The Sky,['Dustin Lynch'],194266,False,Stars Like Confetti,77,0.623,0.874,10,-3.058,1,0.0329,0.00714,0.0,0.143,0.961,109.97
4598,51NFxnQvaosfDDutk0tams,Bellyache,['Billie Eilish'],179172,False,bellyache,81,0.695,0.573,4,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939
4599,2oENJa1T33GJ0w8dC167G4,Tomorrow,['Sean Kingston'],239986,False,Fire Burning,75,0.839,0.804,1,-2.513,1,0.0329,0.0192,0.0,0.331,0.888,122.973
4600,0VgkVdmE4gld66l8iyGjgx,FUTURE,['Future'],204600,True,Mask Off,85,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062
4601,5QvBXUm5MglLJ3iBfTX2Wo,IGOR,"['Tyler, The Creator']",177226,True,RUNNING OUT OF TIME,79,0.36,0.391,6,-10.6,1,0.0528,0.296,0.000406,0.129,0.162,84.281
4602,7E9kejvFw8NDfuu4y3hqkp,LOOK DON’T TOUCH (feat. cade clair),"['Odetari', 'cade clair']",138240,True,LOOK DON’T TOUCH (feat. cade clair),85,0.684,0.701,4,-11.994,0,0.0751,0.0875,0.135,0.111,0.498,124.969
4603,2UikqkwBv7aIvlixeVXHWt,Starting Over,['Chris Stapleton'],213493,False,You Should Probably Leave,83,0.602,0.477,9,-8.425,1,0.032,0.268,3.1e-05,0.173,0.552,183.89
4604,4xF4ZBGPZKxECeDFrqSAG4,snowfall,"['Øneheart', 'reidenshi']",124065,False,snowfall,89,0.466,0.0918,10,-26.813,1,0.0269,0.929,0.803,0.439,0.0841,95.014
4605,2rxQMGVafnNaRaXlRMWPde,This One's for You Too (Deluxe Edition),['Luke Combs'],193200,False,Beautiful Crazy,84,0.551,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313
4606,5r5cp9IpziiIsR6b93vcnQ,Walking On A Dream (10th Anniversary Edition),['Empire of the Sun'],198440,False,Walking On A Dream,83,0.871,0.701,5,-5.594,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975
4607,3U4isOIWM3VvDubwSI3y7a,Love In The Future (Expanded Edition),['John Legend'],269560,False,All of Me,88,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93
4608,6TfBA04WJ3X1d1wXhaCFVT,"Rise And Fall, Rage And Grace",['The Offspring'],177826,True,"You're Gonna Go Far, Kid",85,0.55,0.917,0,-3.159,1,0.0638,0.00428,0.0,0.197,0.601,126.115
4609,2ZWlPOoWh0626oTaHrnl2a,Blonde,['Frank Ocean'],249191,True,Ivy,83,0.575,0.386,9,-9.584,0,0.037,0.785,0.000289,0.229,0.466,116.408
4610,3k4CoiIQXiNBrwrmbBMDxj,RENAISSANCE,['Beyoncé'],169819,True,ALL UP IN YOUR MIND,73,0.744,0.577,9,-7.228,1,0.0631,0.0672,3.06e-06,0.178,0.0805,135.869
4611,2Hc1LaV6bzFil3dE71eORA,Pink Tape,"['Lil Uzi Vert', 'Travis Scott']",207835,True,Aye (feat. Travis Scott),0,0.777,0.604,9,-4.452,0,0.0397,0.000713,5.64e-05,0.151,0.121,111.998
4612,4daEMLSZCgZ2Mt7gNm2SRa,Pink Tape,['Lil Uzi Vert'],192727,True,Flooded The Face,0,0.64,0.609,1,-7.714,0,0.304,0.492,2.47e-06,0.152,0.393,131.889
4613,4Ls53fBNVfaXTROBi6X8Hw,Pink Tape,['Lil Uzi Vert'],123890,True,Just Wanna Rock,0,0.485,0.545,11,-7.924,1,0.0336,0.0651,0.00547,0.0642,0.0385,150.185
4614,02Mqx9HzVRyfdCUpPNR6N3,Pink Tape,['Lil Uzi Vert'],185167,True,Fire Alarm,0,0.603,0.772,8,-3.953,1,0.039,0.0513,0.000141,0.114,0.0632,130.996
4615,2lophWrG2xqv9CSgSPca5k,Pink Tape,['Lil Uzi Vert'],197900,True,Nakamura,0,0.52,0.876,5,-3.707,1,0.0606,0.0414,0.0,0.418,0.38,160.008
4616,11pn4LFXCIXyprWQk8RSlM,Pink Tape,['Lil Uzi Vert'],165589,True,Crush Em,0,0.613,0.797,7,-5.564,0,0.299,0.0185,0.0,0.279,0.336,145.011
4617,2ydwqnjPOcM24MV0kLThwi,Pink Tape,['Lil Uzi Vert'],173061,True,Amped,0,0.534,0.699,7,-5.078,0,0.0326,0.00038,8.21e-06,0.362,0.0555,147.169
4618,6kHYpEnDpMCyGu0E2PlWY1,Pink Tape,['Lil Uzi Vert'],222618,True,All Alone,0,0.752,0.693,6,-6.087,0,0.162,0.0954,0.0,0.293,0.473,138.104
4619,3VFGA65JnN8EDmnRb5SHW2,Pink Tape,['Lil Uzi Vert'],166012,True,Zoom (Bonus Track),0,0.818,0.547,5,-5.868,0,0.39,0.0784,1.3e-06,0.119,0.432,79.483
4620,3a36nM6fPVA8K1vqq6d03o,Pink Tape,['Lil Uzi Vert'],234324,True,x2,0,0.64,0.891,10,-4.639,0,0.135,0.00467,0.0,0.132,0.449,148.054
4621,11MyiSGZSYSmhhqwGUTtAq,Ultraviolence (Deluxe),['Lana Del Rey'],317760,False,Sad Girl,79,0.345,0.587,5,-8.346,1,0.0364,0.539,0.0731,0.119,0.258,119.479
4622,1bIHv5s0rByq6ZOqDSt8K8,Pink Tape,['Lil Uzi Vert'],154832,True,That Fiya,0,0.565,0.712,3,-4.012,0,0.0301,0.00234,0.0,0.186,0.22,138.124
4623,05grSYrVwYw58YMOdJceyz,Pink Tape,"['Lil Uzi Vert', 'Don Toliver']",262429,True,Patience (feat. Don Toliver),0,0.706,0.64,4,-3.146,0,0.203,0.086,0.0,0.537,0.184,143.905
4624,07TSrx1BDK6twM9avkYzbe,Pink Tape,"['Lil Uzi Vert', 'BABYMETAL']",187244,False,The End (feat. BABYMETAL),0,0.522,0.954,1,-4.547,1,0.0713,2.1e-05,0.676,0.316,0.239,109.973
4625,64b4ElrrZOEp3H1Pac2lG6,Pink Tape,['Lil Uzi Vert'],212040,False,CS,0,0.418,0.758,3,-5.914,1,0.0407,0.000174,0.00107,0.13,0.202,127.907
4626,3ySqZ8yGoh4Emi9HiPCCdP,Pink Tape,"['Lil Uzi Vert', 'Bring Me The Horizon']",239863,True,Werewolf (feat. Bring Me The Horizon),0,0.389,0.962,2,-4.772,0,0.248,5.98e-05,0.623,0.331,0.155,183.049
4627,3IcoG1236tkiNlLQyROYQW,pov: u woke up sad,['Ed Sheeran'],215506,False,Visiting Hours,0,0.471,0.396,8,-6.654,1,0.0336,0.77,0.0,0.0729,0.263,149.609
4628,6kQF79mjbOkvuRvg0J2XZv,Pink Tape,['Lil Uzi Vert'],180636,True,Died and Came Back,0,0.674,0.669,1,-5.079,0,0.0803,0.149,0.0,0.56,0.431,132.098
4629,3fDTzkvrOo5xQIO480Qmsb,Pink Tape,['Lil Uzi Vert'],259079,True,Suicide Doors,0,0.538,0.783,11,-2.565,0,0.222,0.0113,0.0,0.281,0.553,75.388
4630,1pDbGAAH5GQ8U0KG4fI77H,Pink Tape,['Lil Uzi Vert'],97769,True,Spin Again,0,0.619,0.606,1,-4.252,1,0.0784,0.0268,0.0,0.375,0.0669,140.023
4631,2w4NpuHV8X5FOlJpM7GDZF,Pink Tape,['Lil Uzi Vert'],201898,True,Shardai (Bonus Track),0,0.679,0.673,1,-5.465,1,0.0856,0.0177,0.0,0.181,0.086,148.935
4632,41bmnQZoDMQdDh5zyomtW7,Pink Tape,"['Lil Uzi Vert', 'Nicki Minaj']",216703,True,Endless Fashion (feat. Nicki Minaj),0,0.731,0.605,1,-5.01,1,0.19,0.067,7.7e-06,0.177,0.413,132.946
4633,5V5Xpbmqi2rp1xSJWZTvYu,Pink Tape,['Lil Uzi Vert'],210961,True,"Mama, I’m Sorry",0,0.783,0.594,4,-4.943,0,0.105,0.774,0.0,0.169,0.596,128.177
4634,3lcfs9Qjfxzy00VSVkixDv,Pink Tape,['Lil Uzi Vert'],173025,True,I Gotta,0,0.818,0.51,2,-7.05,0,0.408,0.209,0.0,0.211,0.416,129.057
4635,3r44Otr6SVUja3SYsCuhVY,Shootout (Sped Up),"['Izzamuzzic', 'Julien Marchal']",242142,False,Shootout (Sped Up),76,0.684,0.605,10,-8.678,0,0.0634,0.216,0.941,0.103,0.768,104.647
4636,0WCJSIy75ZVxqY51ce0enc,Pink Tape,['Lil Uzi Vert'],246497,True,Pluto to Mars,0,0.807,0.627,11,-6.829,1,0.0771,0.0225,0.0,0.0904,0.761,122.963
4637,7JKuoBK0xctLCozrQuLjwr,pov: u woke up happy,['Ed Sheeran'],230746,False,Bad Habits,0,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011
4638,6cfVDaIdvDtYH91RqC6Wox,Section.80,['Kendrick Lamar'],173158,True,Hol' Up,67,0.607,0.869,5,-5.271,1,0.345,0.781,0.0,0.137,0.577,155.983
