,id,album,artists,duration_ms,explicit,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0,152lZdxL1OR0ZMW6KquMif,American Teen,['Khalid'],219080,False,Location,80,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126
1,6SwRhMLwNqEi6alNPVG00n,DAMN.,"['Kendrick Lamar', 'Rihanna']",227360,True,LOYALTY. FEAT. RIHANNA.,80,0.658,0.535,9,-8.983,0,0.0573,0.0265,0.0,0.2,0.419,110.684
2,5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),"['The Kid LAROI', 'Justin Bieber']",141805,True,STAY (with Justin Bieber),88,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928
3,6oEVnWKgPqIEPc53OYDNqG,I Used To Know Her,"['H.E.R.', 'Bryson Tiller']",252746,False,Could've Been (feat. Bryson Tiller),80,0.45,0.352,1,-11.733,0,0.267,0.649,3.8e-06,0.249,0.408,102.679
4,5f1joOtoMeyppIcJGZQvqJ,Be Like That (feat. Swae Lee & Khalid),"['Kane Brown', 'Swae Lee', 'Khalid']",191406,False,Be Like That - feat. Swae Lee & Khalid,75,0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58e-05,0.126,0.322,86.97
5,6N22FZs2ZhPBYi3b9XPajV,Euphoria (Original Score from the HBO Series),['Labrinth'],153294,False,Still Don't Know My Name,81,0.316,0.63,5,-5.963,1,0.117,0.471,0.262,0.205,0.313,89.643
6,2gAGWaK4wvt2xrFUlR4mK8,AT.LONG.LAST.A$AP,"['A$AP Rocky', 'Joe Fox', 'Kanye West']",323960,True,Jukebox Joints (feat. Joe Fox & Kanye West),75,0.284,0.803,2,-5.293,0,0.173,0.302,0.0,0.242,0.553,67.536
7,6KfoDhO4XUWSbnyKjNp9c4,Kid Krow,['Conan Gray'],185773,False,Maniac,82,0.628,0.639,8,-5.46,1,0.0435,0.00162,0.0,0.354,0.493,108.045
8,3HqcNJdZ2seoGxhn0wVNDK,MAÑANA SERÁ BONITO,['KAROL G'],207626,False,PROVENZA,86,0.87,0.517,1,-7.918,1,0.0475,0.576,0.00553,0.11,0.54,111.002
9,4qG7hWhljsqqENL5PaLA2z,Did you know that there's a tunnel under Ocean Blvd,"['Lana Del Rey', 'Father John Misty']",278126,False,Let The Light In (feat. Father John Misty),81,0.327,0.452,9,-9.726,1,0.0277,0.344,0.00332,0.11,0.202,132.427
10,1slDsIJxew9AOOA3v0xFzn,Go (Xtayalive 2),"['Kanii', '9lives']",106307,True,Go (Xtayalive 2),81,0.603,0.797,6,-5.279,0,0.0474,0.00443,5.63e-06,0.103,0.235,135.438
11,4rcHWl68ai6KvpXlc8vbnE,Hi Infidelity (30th Anniversary Edition),['REO Speedwagon'],200293,False,Keep on Loving You,76,0.306,0.722,0,-5.963,1,0.034,0.0519,0.0,0.117,0.41,174.732
12,6SGf3cm5lCM474ZreOEito,Zona Reggaetón,"['Feid', 'Maluma', 'Sky Rompiendo']",272800,False,FRESH KERIAS,0,0.741,0.582,8,-4.445,1,0.281,0.291,0.000101,0.152,0.713,186.096
13,2s4AcE9n80mSHl87lp4gIm,Amala,"['Doja Cat', 'Konshens']",219000,True,Wine Pon You (feat. Konshens),79,0.797,0.444,9,-7.738,0,0.0411,0.304,0.00126,0.107,0.138,95.035
14,1JUtrCqYzJ80tcAzMbCvir,Lottery (feat. LU KALA),"['Latto', 'LU KALA']",186761,True,Lottery (feat. LU KALA),79,0.792,0.874,1,-2.966,1,0.0852,0.0158,0.000365,0.071,0.934,113.969
15,7vgTNTaEz3CsBZ1N4YQalM,ye,"['Kanye West', 'PARTYNEXTDOOR']",271386,True,Ghost Town,79,0.573,0.545,7,-4.247,0,0.0288,0.0969,0.0,0.329,0.297,83.378
16,0pJW1Xw3aY4Eh6k5iuBkfI,Punisher,['Phoebe Bridgers'],344692,False,I Know The End,76,0.323,0.323,1,-10.268,1,0.0351,0.33,0.0229,0.233,0.256,111.826
17,0UHB9METy4VCXNgkcGqHqS,ANTI (Deluxe),['Rihanna'],253080,True,Kiss It Better,79,0.619,0.806,3,-4.8,0,0.0483,0.272,0.0,0.0671,0.877,95.0
18,3k0DJq2HdWJqnqor8NX0ac,Padam Padam,['Kylie Minogue'],166266,False,Padam Padam,84,0.746,0.622,5,-7.923,1,0.241,0.201,0.00113,0.104,0.719,128.101
19,1O8zCu3dLLPxkbGfIsbRgE,What It Is (Block Boy) (with Kodak Black),"['Doechii', 'Kodak Black']",223343,True,What It Is (Block Boy) (with Kodak Black),82,0.731,0.744,1,-5.77,0,0.174,0.109,0.0,0.123,0.727,171.859
20,0W4NhJhcqKCqEP2GIpDCDq,The Way It Is,['Keyshia Cole'],255333,False,Love,82,0.688,0.519,5,-4.285,1,0.0283,0.064,0.0,0.1,0.318,116.714
21,2WrldKXSBVbNNm3A9vJryi,The Forever Story (Extended Version),"['JID', 'Kenny Mason']",227555,True,Dance Now (feat. Kenny Mason),75,0.786,0.475,1,-10.902,1,0.248,0.0919,9.6e-06,0.176,0.264,135.0
22,1xaTREM89RbIxkcjlpf4Uw,Hatful of Hollow,['The Smiths'],215760,False,Heaven Knows I'm Miserable Now - 2011 Remaster,78,0.609,0.759,6,-4.862,1,0.0276,0.028,0.0,0.183,0.774,114.045
23,0O3TAouZE4vL9dM5SyxgvH,LONG.LIVE.A$AP (Deluxe Version),['A$AP Rocky'],236280,True,Fashion Killa,75,0.801,0.819,11,-5.189,1,0.158,0.292,0.0,0.515,0.811,139.969
24,7qHNSOvoAZc7SdeJClZJbq,Kid Cudi (Remix),['Xavier Wulf'],96052,True,Kid Cudi - Remix,74,0.792,0.779,2,-8.757,1,0.329,0.0997,0.000409,0.147,0.406,159.963
25,4apiNNK0jp9uqn3JDG9My1,LIFE'S A TRIP,"['Trippie Redd', 'Travis Scott']",256162,True,Dark Knight Dummo,73,0.28,0.821,8,-2.864,0,0.111,0.167,0.0,0.139,0.254,181.444
26,0mBP9X2gPCuapvpZ7TGDk3,Left and Right (Feat. Jung Kook of BTS),"['Charlie Puth', 'Jung Kook', 'BTS']",154486,False,Left and Right (Feat. Jung Kook of BTS),87,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058
27,1dHtMSJ1Ozg2Ja6GX4McAO,Stick Season (We'll All Be Here Forever),['Noah Kahan'],213313,False,Paul Revere,77,0.705,0.387,2,-9.599,1,0.033,0.572,0.0,0.119,0.493,107.931
28,6vWEAOUSxohKxhp0K1BsxL,We All Shine,"['YNW Melly', 'Kanye West']",230400,True,Mixed Personalities (feat. Kanye West),75,0.661,0.44,2,-9.104,1,0.0803,0.457,0.0,0.128,0.352,149.937
29,4ZPdLEztrlZqbJkgHNw54L,Graduation,"['Kanye West', 'T-Pain']",207000,True,Good Life,79,0.439,0.808,1,-6.881,1,0.346,0.00305,0.0,0.439,0.487,82.962
30,62KZRwymXq9Rgm8Cm5UCfx,The World We Knew,['Frank Sinatra'],167053,False,The World We Knew (Over And Over),77,0.337,0.419,10,-12.212,0,0.0297,0.755,3.43e-05,0.156,0.492,92.815
31,7ezCLOpKZ2mg5FBLpWtsvg,XOXO (Kisses Hugs),"['6arelyhuman', 'horrormovies', 'Pixel Hood']",130785,True,XOXO (Kisses Hugs),77,0.588,0.939,11,-2.327,0,0.0447,0.028,0.0,0.176,0.827,118.016
32,33SNO8AaciGbNaQFkxvPrW,Harry Styles,['Harry Styles'],176386,False,Kiwi,80,0.375,0.93,2,-2.631,1,0.0561,0.00064,0.0,0.318,0.491,147.124
33,1QPreu0BNOrUfEb8HTd2qG,Mr. Morale & The Big Steppers,['Kendrick Lamar'],202285,True,Rich Spirit,80,0.852,0.421,10,-9.153,0,0.208,0.428,2.28e-06,0.106,0.457,95.977
34,6W21LNLz9Sw7sUSNWMSHRu,Follow The Leader,['Korn'],255733,True,Freak On a Leash,80,0.353,0.898,2,-5.877,1,0.052,2.23e-05,0.105,0.39,0.525,103.293
35,4Jz4bjXeiF2SXVj9P4YfY5,Andy Grammer,['Andy Grammer'],189933,False,Keep Your Head Up,72,0.674,0.778,0,-5.367,1,0.0376,0.0469,0.0,0.145,0.816,90.01
36,4DMKwE2E2iYDKY01C335Uw,Leftoverture (Expanded Edition),['Kansas'],323000,False,Carry on Wayward Son,79,0.482,0.786,7,-5.735,1,0.032,0.00321,8.88e-05,0.446,0.793,126.755
37,7EQGXaVSyEDsCWKmUcfpLk,Warrior (Expanded Edition),['Kesha'],211920,False,Die Young,81,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001
38,3xrn9i8zhNZsTtcoWgQEAd,Breakaway,['Kelly Clarkson'],188960,False,Since U Been Gone,76,0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131.0
39,3pyyGVqWvRMq43qtJBzxe0,Kids,['Current Joys'],269142,False,Kids,74,0.828,0.66,6,-9.669,1,0.0337,0.508,0.403,0.0755,0.904,113.45
40,6T5i0o62ZyfHRRHHihYJ1n,The D.O.A. Tape,['Kay Flock'],113600,True,PSA,79,0.872,0.77,1,-6.722,1,0.538,0.0591,0.0,0.0663,0.817,147.061
41,7rJRYP73BI3LLFtteweC2F,Humble Folks,"['Flatland Cavalry', 'Kaitlin Butts']",190266,False,A Life Where We Work Out (feat. Kaitlin Butts),71,0.596,0.501,3,-7.456,1,0.0263,0.14,0.000424,0.111,0.402,152.04
42,1cdqNRXIRrvT4HnApj6yw6,if looks could kill,['Destroy Lonely'],194213,True,if looks could kill,74,0.645,0.496,5,-7.776,0,0.119,0.024,0.0,0.194,0.212,130.984
43,3lxias37bJGSqIOLkQBJF9,favorite kind of high,['Kelly Clarkson'],175247,False,favorite kind of high,70,0.747,0.802,11,-5.859,1,0.0346,0.0117,0.0102,0.275,0.552,120.012
44,4doxCAkqckpGTasPN6ByUu,KAYTRAMINÉ,"['KAYTRAMINÉ', 'Aminé', 'KAYTRANADA']",118436,True,Rebuke,73,0.649,0.565,9,-7.348,0,0.0839,0.189,0.0,0.127,0.556,86.899
45,6TqXcAFInzjp0bODyvrWEq,Free Spirit,"['Khalid', 'Disclosure']",197573,False,Talk (feat. Disclosure),74,0.9,0.4,0,-8.575,1,0.127,0.0516,0.0,0.0599,0.346,135.984
46,2ehLKvUsJq3EUAPpvT5GOM,Kant Nobody,"['Lil Wayne', 'DMX']",180359,True,Kant Nobody (feat. DMX),66,0.509,0.78,1,-4.793,1,0.347,0.282,0.0,0.111,0.555,175.276
47,40NRm1ZLvZpUSCUXAGGZ8J,The Soul of the Kung Fu Fighter,['Carl Douglas'],197693,False,Kung Fu Fighting,70,0.598,0.673,2,-10.431,1,0.0693,0.0422,6.9e-05,0.289,0.59,102.034
48,0UTyLmkQgPOEIz95OVAJTR,The Melodic Blue,"['Baby Keem', 'Kendrick Lamar']",316733,True,range brothers (with Kendrick Lamar),67,0.667,0.582,11,-5.791,0,0.267,0.00466,0.0,0.124,0.141,121.972
49,6EDO9iiTtwNv6waLwa1UUq,POPSTAR (feat. Drake),"['DJ Khaled', 'Drake']",200221,True,POPSTAR (feat. Drake),76,0.8,0.56,5,-4.818,0,0.261,0.057,0.0,0.134,0.45,163.071
50,3qXZqXGniqNt3PK2CBSZgM,3MEN2 KBRN,"['Eladio Carrion', 'Myke Towers']",240000,True,Si La Calle Llama - Remix,86,0.469,0.639,10,-5.381,0,0.32,0.564,0.0,0.11,0.534,172.37
51,26qQf1Wmyy3ZZkagqCu5kp,#SantanaWorld (+),['Tay-K'],132000,True,Lemonade,70,0.744,0.385,6,-8.129,0,0.602,0.104,2.43e-05,0.124,0.228,160.033
52,4RVbK6cV0VqWdpCDcx3hiT,KIDS SEE GHOSTS,['KIDS SEE GHOSTS'],324674,True,Reborn,71,0.585,0.597,0,-7.499,1,0.037,0.339,0.0404,0.195,0.227,100.051
53,2SL6oP2YAEQbqsrkOzRGO4,Kamikaze,['Eminem'],269554,True,Venom - Music From The Motion Picture,77,0.749,0.794,0,-5.063,1,0.064,0.0193,0.0,0.543,0.46,135.959
54,7cDzJyC95jtGO9zAeZsWOg,Voices,['Daryl Hall & John Oates'],264986,False,Kiss on My List,67,0.815,0.741,0,-9.478,1,0.031,0.434,0.115,0.0689,0.965,121.221
55,7rdUtXasA973gmrr2Xxh3E,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) [REMIX]","['Lorde', 'Khalid', 'Post Malone', 'SZA']",214254,True,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",71,0.781,0.548,0,-4.997,0,0.0764,0.229,0.0,0.127,0.175,106.996
56,6tS3XVuOyu10897O3ae7bi,Teenage Dream: The Complete Confection,"['Katy Perry', 'Snoop Dogg']",234653,False,California Gurls,79,0.791,0.754,0,-3.729,1,0.0569,0.00446,0.0,0.163,0.425,125.014
57,1zd8h6ho3mlbhkZnADHVzP,Jesus He Knows Me,['Ghost'],245240,False,Jesus He Knows Me,73,0.474,0.962,7,-4.716,1,0.0638,4.33e-05,0.000308,0.113,0.253,94.991
58,704LUEih663hiE3CnyUrFW,SEJODIOTO,['KAROL G'],181106,True,SEJODIOTO,78,0.822,0.736,1,-3.969,1,0.15,0.157,0.000781,0.0748,0.679,175.93
59,1QBwk6GTCxVdC2hoSw9tlM,Take Care (Deluxe),"['Drake', 'Rick Ross']",307640,True,Lord Knows,67,0.417,0.887,5,-5.551,0,0.367,0.0786,0.0,0.834,0.303,167.579
60,0c5qAIcNy3jNIxmZXllp4V,Welcome to O'Block,['King Von'],142360,True,Ride,72,0.596,0.594,2,-7.309,0,0.191,0.0239,0.0,0.125,0.354,161.985
61,1s70cjkrdj9lpEeQQlmS9l,Spectrum,['iamjakehill'],169061,True,Die a King,70,0.632,0.946,0,-2.784,0,0.277,0.192,0.0,0.495,0.324,125.061
62,6wN4nT2qy3MQc098yL3Eu9,F.A.M.E. (Expanded Edition),"['Chris Brown', 'Tyga', 'Kevin McCall']",276560,True,Deuces (feat. Tyga & Kevin McCall),72,0.692,0.736,1,-5.109,1,0.11,0.0324,0.0,0.0787,0.217,73.987
63,3YeJXuRSNS5FYwOsDu44kD,Dark Knight Dummo (Feat. Travis Scott),"['Trippie Redd', 'Travis Scott']",256162,True,Dark Knight Dummo (Feat. Travis Scott),68,0.28,0.821,8,-2.864,0,0.111,0.167,0.0,0.139,0.254,181.444
64,2e9EZ2V5QGGZPMJacO3y0Y,Flockaveli,"['Waka Flocka Flame', 'Kebo Gotti']",250493,True,Grove St. Party (feat. Kebo Gotti),65,0.705,0.702,0,-4.783,0,0.108,0.138,0.0,0.364,0.771,140.059
65,2MZyHeZDXnvF6TWfCw18wB,Addiction Kills,['Jelly Roll'],163103,True,Hate Goes On,68,0.736,0.867,11,-5.714,0,0.108,0.0606,0.0,0.0465,0.65,110.052
66,5BsigwhOMHxCkF6ntEhUQ5,If Looks Could Kill,['Destroy Lonely'],233794,True,how u feel?,71,0.64,0.513,10,-6.828,0,0.0642,0.000687,0.0,0.0973,0.208,132.076
67,6frDW68Xjjg6WRVvo0zZFk,Noise Complaint,['Koe Wetzel'],233685,False,"February 28, 2016",68,0.507,0.564,7,-6.652,1,0.0291,0.0758,0.0,0.413,0.328,82.493
68,7BDbyDs5FUmnh955RABFd7,Free Yourself Up,['Lake Street Dive'],218493,False,Good Kisser,64,0.485,0.591,10,-3.888,1,0.0453,0.119,0.00278,0.0787,0.636,160.336
69,5XFoaqV1Z8XaLJidchVWhh,The Boy Who Flew To The Moon (Vol. 1),['Kid Cudi'],328573,True,love.,70,0.574,0.736,5,-4.743,1,0.0465,0.146,1.66e-05,0.407,0.344,138.501
70,0rk2IHFiHFnO7t0jvAeHW9,Welcome to O'Block,"['King Von', 'Prince Dre', 'Lil Durk']",151000,True,Back Again (feat. Lil Durk),71,0.87,0.563,5,-8.373,1,0.451,0.0173,0.0,0.119,0.725,159.931
71,72zmwnbXjx9fMUjw3mbDSs,Signs of Light,['The Head And The Heart'],225560,False,All We Ever Knew,66,0.487,0.724,0,-5.905,1,0.0289,0.00224,1.03e-05,0.213,0.546,102.03
72,3UcyaCWLsc0XDhzXHUuH1S,KILL YOURSELF Part XII: The Dark Glacier Saga,['$uicideboy$'],134962,True,Audubon,71,0.768,0.785,1,-5.057,1,0.332,0.154,1.24e-05,0.779,0.698,169.029
73,5g1vtHqi9uV7xtYeCcFOBx,The College Dropout,['Kanye West'],193733,True,Jesus Walks,73,0.637,0.834,3,-4.686,0,0.323,0.614,0.0,0.317,0.715,87.312
74,7I6DceMT3utDOHjcYCbrr4,Konvicted,['Akon'],293053,True,Don't Matter,77,0.798,0.443,2,-6.062,1,0.0403,0.244,0.0,0.326,0.354,125.232
75,2dvEJon5AhhjLs6j8w91Hn,Stick Season (We'll All Be Here Forever),['Noah Kahan'],255143,True,Growing Sideways,70,0.658,0.294,7,-8.643,1,0.0286,0.727,0.0,0.0932,0.531,89.002
76,4nmD4awtUUCC4AGETpUiuP,Big Energy (feat. DJ Khaled) [Remix],"['Latto', 'Mariah Carey', 'DJ Khaled']",181665,True,Big Energy (feat. DJ Khaled) - Remix,71,0.867,0.771,11,-3.688,0,0.0939,0.0385,0.0,0.133,0.715,106.021
77,05ib88vsMeLfwlAfrZyz99,MAXIDENT,['Stray Kids'],216120,False,"TASTE (Lee Know, Hyunjin, Felix)",73,0.626,0.623,6,-5.718,0,0.0653,0.0559,0.0,0.199,0.123,140.209
78,3to5UxKsozb4T6CfwHuhLJ,Northsbest (Extended),['Lil Mosey'],139200,True,Kamikaze,68,0.792,0.571,8,-7.539,0,0.094,0.301,0.0,0.1,0.556,99.999
79,1ugQtcwmKOXvKAYzhjncmv,A Place We Knew,['Dean Lewis'],179120,False,Half A Man,79,0.507,0.204,0,-11.575,1,0.0504,0.855,0.0,0.143,0.343,77.765
80,66pxmg3Jhjm09tHoWR1wVR,Cosmic Hallelujah,['Kenny Chesney'],212893,False,All the Pretty Girls,69,0.612,0.848,6,-3.736,1,0.0368,0.00916,0.0,0.366,0.719,120.996
81,6W2VbtvMrDXm5vYeB7amkO,"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",['Kenny Loggins'],220706,False,Footloose,76,0.546,0.895,9,-7.189,1,0.0579,0.0819,1.42e-05,0.0768,0.494,174.089
82,4feXcsElKIVsGwkbnTHAfV,The World We Knew,"['Frank Sinatra', 'Nancy Sinatra']",162493,False,Somethin' Stupid,76,0.257,0.338,4,-12.902,1,0.0357,0.736,0.0,0.252,0.544,207.356
83,4YKAOXyqkKZ5gOZR0AmVMN,Clancy's Tavern,['Toby Keith'],223386,False,Red Solo Cup,69,0.535,0.56,4,-6.586,1,0.0901,0.287,0.0,0.209,0.785,164.17
84,3A4cpTBPaIQdtPFb5JxtaX,The College Dropout,"['Twista', 'Kanye West', 'Jamie Foxx']",316053,True,Slow Jamz,74,0.559,0.733,2,-5.659,0,0.171,0.314,0.0,0.284,0.611,145.115
85,2VYnlKxB8jpbCeLUjQsebc,I Know I'm Funny haha,['Faye Webster'],224680,False,In A Good Way,70,0.587,0.286,9,-8.839,1,0.0315,0.185,0.0288,0.214,0.302,71.123
86,40dfo65kBJa1UgzkD652Gl,Footprints I Found,['David Kushner'],179173,False,Burn,77,0.574,0.408,0,-9.733,1,0.0359,0.799,0.00295,0.15,0.134,126.127
87,7uPReljrrTaqzDCcx4JHmi,My Life's Been A Country Song,['Chris Cagle'],181613,False,What Kinda Gone,64,0.494,0.861,5,-5.236,1,0.0365,0.257,0.0,0.103,0.668,172.052
88,4KrXsgZHi1yLZLB1Wlgcbt,El Karma (Deluxe Version),['Ariel Camacho y Los Plebes Del Rancho'],209120,False,Te Metiste,74,0.713,0.44,7,-4.714,1,0.0391,0.658,2.24e-05,0.0791,0.809,152.031
89,0dFdGPVLs3k0z9ezYWZzUa,Intimidated,"['KAYTRANADA', 'H.E.R.']",207840,False,Intimidated (feat. H.E.R.),75,0.738,0.75,11,-3.654,0,0.219,0.0167,0.00976,0.174,0.342,112.009
90,1lw4FrPr3Y8R7Q1Mro2TMe,The Voice,"['Lil Durk', 'King Von']",172185,True,Still Trappin',73,0.877,0.679,5,-4.969,0,0.355,0.0458,0.0,0.0987,0.624,144.93
91,4ns1XFP3W5JPyzvnAjMdHD,UGK (Underground Kingz),"['UGK', 'Outkast']",259040,True,Int'l Players Anthem (I Choose You) (feat. Outkast),68,0.675,0.68,4,-5.01,0,0.256,0.0655,0.0,0.354,0.845,155.698
92,74lnM5V6ecvoTPV0fvptx9,STOKELEY,"['Ski Mask The Slump God', 'Juice WRLD']",166400,True,Nuketown (feat. Juice WRLD),77,0.808,0.617,10,-9.32,0,0.442,0.113,0.0,0.734,0.632,149.962
93,37Nqx7iavZpotJSDXZWbJ3,Certified Lover Boy,"['Drake', 'Lil Baby']",221979,True,Girls Want Girls (with Lil Baby),79,0.767,0.438,7,-8.726,0,0.29,0.181,0.0,0.142,0.381,86.975
94,1UGD3lW3tDmgZfAVDh6w7r,My Beautiful Dark Twisted Fantasy,"['Kanye West', 'Rick Ross']",351946,True,Devil In A New Dress,82,0.435,0.76,8,-4.935,0,0.0721,0.0175,0.0,0.158,0.206,80.082
95,6Qn5zhYkTa37e91HC1D7lb,Evolve,['Imagine Dragons'],201240,False,Whatever It Takes,85,0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945
96,3EG9FJ0ToLfgnc1IG2Z1wz,CALL ME IF YOU GET LOST,"['Tyler, The Creator', 'Brent Faiyaz', 'Fana Hues']",588139,True,SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),80,0.468,0.652,0,-4.912,1,0.0722,0.333,0.000318,0.55,0.39,140.223
97,0fbR95FEaJUxiQYaqZZukv,Purgatory,['Tyler Childers'],280786,False,Whitehouse Road,74,0.607,0.739,0,-5.503,1,0.0274,0.114,0.000234,0.192,0.875,84.467
98,6HBRLaSQ7NB8MNlaqzYen1,What My World Spins Around,['Jordan Davis'],186790,False,What My World Spins Around,75,0.675,0.726,2,-6.459,1,0.0461,0.105,0.0,0.153,0.671,124.872
99,7mjSHL2Eb0kAwiKbvNNyD9,Tea For The Tillerman (Remastered 2020),['Yusuf / Cat Stevens'],200560,False,Wild World,81,0.48,0.542,0,-8.51,1,0.0348,0.345,0.000609,0.113,0.567,152.853
100,5E30LdtzQTGqRvNd7l6kG5,Wiped Out!,['The Neighbourhood'],260173,False,Daddy Issues,87,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012
101,2xB46Bj9HZ4cr058yN4Pla,Artist 2.0 (Deluxe),['A Boogie Wit da Hoodie'],133331,True,Secrets,82,0.539,0.648,4,-6.008,1,0.0619,0.118,0.0,0.362,0.403,91.066
102,07GvNcU1WdyZJq3XxP0kZa,Rumours,['Fleetwood Mac'],223613,False,Go Your Own Way - 2004 Remaster,82,0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448
103,7FYH5AW3bVfZHJIQpq3UOA,Dark Sky Paradise,"['Big Sean', 'E-40']",284386,True,I Don't Fuck With You,77,0.824,0.733,1,-5.474,1,0.0613,0.0362,0.0,0.325,0.395,97.972
104,3JEJwjqLkg2Jbau5922CAb,PARTYNEXTDOOR TWO,['PARTYNEXTDOOR'],216630,True,Her Way,79,0.542,0.487,1,-9.53,1,0.0286,0.0544,0.000885,0.0872,0.119,111.307
105,50x1Ic8CaXkYNvjmxe3WXy,Those Eyes,['New West'],220750,False,Those Eyes,92,0.593,0.352,4,-8.296,1,0.0284,0.695,2.22e-05,0.3,0.226,119.988
106,6Dk5fHTvH897XrVzCO64Mx,What You Won't Do for Love,['Bobby Caldwell'],286493,False,What You Won't Do for Love,80,0.642,0.396,6,-16.843,1,0.0642,0.462,0.000823,0.106,0.797,84.082
107,4qDpLaFGf5ampf2DXD2TMA,Where You Are,"['John Summit', 'Hayla']",236000,False,Where You Are,80,0.56,0.832,9,-6.432,0,0.0363,0.00953,0.00541,0.546,0.0818,126.0
108,5vZoQQ1hH5L2s4Y8G86ksg,Angels (Don’t Always Have Wings),['Thomas Rhett'],200426,False,Angels (Don’t Always Have Wings),75,0.527,0.598,1,-4.257,1,0.0283,0.063,0.000153,0.0913,0.23,66.041
109,6iaSML1PIYq936g62BDtBq,Death Race For Love (Bonus Track Version),['Juice WRLD'],240050,True,Robbery,83,0.623,0.692,2,-5.122,1,0.0504,0.328,0.0,0.153,0.566,79.899
110,0r8iDf65NHgFgZOGLwj5r8,Dierks Bentley,['Dierks Bentley'],260826,False,What Was I Thinkin',74,0.551,0.825,5,-6.24,0,0.044,0.152,6.2e-06,0.0999,0.933,164.857
111,0y8Pu7x5jXgUjOIJvQIF5L,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),"['Metro Boomin', 'Don Toliver', 'Wizkid', 'BEAM', 'Toian']",195386,False,"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )",85,0.923,0.505,5,-8.207,1,0.0751,0.412,0.513,0.26,0.594,100.996
112,0ITaSRuI0L1RNL7ZNYTTi7,U Are My High (with Future),"['DJ Snake', 'Future']",211200,False,U Are My High (with Future),80,0.602,0.824,0,-4.087,0,0.0547,0.0867,0.0,0.0947,0.442,125.147
113,35SbrfbaSpGUBX7e5BPega,Red Moon In Venus,['Kali Uchis'],219954,False,I Wish you Roses,78,0.452,0.589,10,-8.371,0,0.0458,0.18,0.00048,0.139,0.315,141.692
114,05wIrZSwuaVWhcv5FfqeH0,Katrina & The Waves,['Katrina & The Waves'],238733,False,Walking On Sunshine,83,0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902
115,2PWTZV5znjLtZC5T1EVJvL,this is what ____ feels like (Vol. 1-4),['JVKE'],120308,False,this is what falling in love feels like,83,0.422,0.44,11,-5.53,1,0.0544,0.617,0.0,0.0837,0.332,128.934
116,7l6nGz4gp6HGs5Cvmdeqe4,Fight The Feeling,['Rod Wave'],160714,True,Fight The Feeling,78,0.634,0.538,0,-9.213,1,0.0603,0.0514,0.0,0.099,0.152,168.029
117,5ya0TmUQw2wHMkq36rPsnd,NATE SMITH (DELUXE),['Nate Smith'],189986,False,World on Fire,76,0.461,0.887,11,-4.871,0,0.0429,0.000219,0.0,0.104,0.411,95.964
118,5twSy6ffBrF03mnNUsUgJZ,Whitsitt Chapel,['Jelly Roll'],197400,False,Need A Favor,79,0.504,0.771,6,-4.231,1,0.0319,0.0123,1.89e-05,0.078,0.555,157.985
119,2vXKRlJBXyOcvZYTdNeckS,Hyperion,"['Gesaffelstein', 'The Weeknd']",202093,True,Lost in the Fire (feat. The Weeknd),86,0.658,0.671,2,-12.21,1,0.0363,0.0933,0.000927,0.115,0.166,100.966
120,71SvEDmsOwIWw1IozsZoMA,Departure,['Journey'],201693,False,Any Way You Want It,77,0.529,0.932,7,-7.501,1,0.0488,0.00251,0.00109,0.136,0.571,138.158
121,0y1QJc3SJVPKJ1OvFmFqe6,A/B,['KALEO'],213706,False,Way down We Go,84,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255
122,54eZmuggBFJbV7k248bTTt,America,"['America', 'George Martin']",252239,False,A Horse with No Name,82,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179
123,1jaTQ3nqY3oAAYyCTbIvnM,Sweet Action,['Jack Harlow'],139741,True,WHATS POPPIN,79,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062
